"Charity Number","Charity Subsidiary Number","Charity Name","Charity Address","Charity Postcode","Charity Constituency","Phone","Email","Website","Last Recorded Financial Year","Last Recorded Income","Last Recorded Expenditure","Charity Status","Charity Type","How the charity helps","What the charity does","Who the charity helps","Activities","Charity Objects"
"1151935","0","FRIENDS OF JESMOND LIBRARY","Friends of Jesmond Library, Jesmond Library, St. Georges Terrace, Jesmond, NEWCASTLE UPON TYNE","NE2 2DL","Newcastle upon Tyne East","01912812385","enquiries@jesmondlibrary.org","www.jesmondlibrary.org","31/03/2024","65592","58551","Registered","Charitable company","Provides Buildings/facilities/open Space, Provides Services","General Charitable Purposes, Education/training, Arts/culture/heritage/science","Children/young People, Elderly/old People, The General Public/mankind","(i) Operating Jesmond Library for the benefit of the public(ii) advancing education culture and the arts for the public benefit by the provision of cultural activities, libraries, learning and information centres and other related services.","1.TO ADVANCE THE EDUCATION OF THE PUBLIC BY THE PROMOTION OF THE USE OF A PUBLIC LENDING LIBRARY SERVICE FOR THE BENEFIT OF THE RESIDENTS OF NEWCASTLE UPON TYNE CITY(THE AREA OF BENEFIT).2.)TO PROMOTE THE BENEFIT OF THE INHABITANTS OF THE AREA OF BENEFIT WITHOUT DISTINCTION OF SEX,SEXUAL ORIENTATION,AGE,DISABILITY,NATIONALITY,RACE OR OF POLITICAL,RELIGIOUS OR OTHER OPINIONS,BY ASSOCIATING TOGETHER THE SAID INHABITANTS AND THE STATUTORY AUTHORITIES,VOLUNTARY AND OTHER ORGANISATIONS IN A COMMON EFFORT TO ADVANCE EDUCATION AND TO PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE-TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR THE SAID INHABITANTS.2)TO PROMOTE SUCH OTHER CHARITABLE PURPOSES AS MAY FROM TIME TO TIME BE DETERMINED"
"1152299","0","ELLINGTON COLLIERY BAND","11 Speedwell Court, Ashington","NE63 8EY","Wansbeck","07368593396","contactecband@gmail.com","www.ecband.org.uk","31/12/2023","14108","13317","Registered","Other","Provides Services","Education/training, Arts/culture/heritage/science","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","To further the study, practice and enjoyment of brass band music in all its forms in order to advance the education and appreciation of the public in the art of brass band music through public performance, training and education in the county of Northumberland and the surrounding area.","TO FURTHER THE STUDY, PRACTICE AND ENJOYMENT OF BRASS BAND MUSIC IN ALL ITS FORMS IN ORDER TO ADVANCE THE EDUCATION AND APPRECIATION OF THE PUBLIC IN THE ART OF BRASS BAND MUSIC THROUGH PUBLIC PERFORMANCE, TRAINING AND EDUCATION IN THE COUNTY OF NORTHUMBERLAND AND THE SURROUNDING AREA."
"1152975","0","WHICKHAM COMMUNITY CENTRE","WHICKHAM COMMUNITY ASSOCIATION, FRONT STREET, WHICKHAM, NEWCASTLE UPON TYNE","NE16 4JL","Blaydon","01914881291","clark.kathleen@btconnect.com","","31/12/2023","29062","36815","Registered","CIO","Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, Religious Activities, Arts/culture/heritage/science, Environment/conservation/heritage, Economic/community Development/employment, Recreation","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","Activities taking place on a regular basis within the community centre are  / Pre-school/Older peoples groups/Dance Club Women's goups/Photographic Club/Lunch Clubs/Local History Group/ Educational courses/ Exercise Groups/One to One support groups.The Community Centre has a policy of encouraging & empowering the people of the area to develop new community groups both educational &recreational","1) TO FURTHER OR BENEFIT THE RESIDENTS OF WHICKHAM AND THE NEIGHBOURHOOD, WITHOUT DISTINCTION OF SEX, SEXUAL ORIENTATION, RACE OR OF POLITICAL, RELIGIOUS OR OTHER OPINIONS BY ASSOCIATING TOGETHER THE SAID RESIDENTS AND THE LOCAL AUTHORITIES, VOLUNTARY AND OTHER ORGANISATIONS IN A COMMON EFFORT TO ADVANCE EDUCATION AND TO PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION LEISURE TIME OCCUPATION WITH THE OBJECTIVE OF IMPROVING THE CONDITIONS OF LIFE FOR THE RESIDENTS.
2) IN FURTHERANCE OF THESE OBJECTS BUT NOT OTHERWISE, THE TRUSTEES SHALL HAVE POWER: 
TO ESTABLISH OR SECURE THE ESTABLISHMENT OF A COMMUNITY CENTRE AND TO MAINTAIN OR MANAGE OR CO-OPERATE WITH ANY STATUTORY AUTHORITY IN THE MAINTENANCE AND MANAGEMENT OF SUCH A CENTRE FOR ACTIVITIES PROMOTED BY THE CHARITY IN FURTHERANCE OF THE ABOVE OBJECTS."
"1153400","0","MORTAL FOOLS","YMCA Northumberland, North View, ASHINGTON, Northumberland","NE63 9XQ","Wansbeck","0191 5801250","info@mortalfools.org.uk","www.mortalfools.org.uk","31/03/2023","434654","492393","Registered","Charitable company","Provides Human Resources, Provides Services, Provides Advocacy/advice/information","Education/training, Arts/culture/heritage/science","Children/young People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","1. Using arts-based techniques to provide professional training and personal development activities
2. Running an ensemble youth theatre company for young people between 8 & 19
3. Running drama and theatre-making activities in schools 
4. Offering workshops to educate children & adults in life skills and technical theatre skills
5. Performing plays for the general public","For the benefit of the public particularly but not exclusively in the north of England, the Company’s Objects are, through the teaching, practice and showcasing of the arts in all their forms:

(1) To help children and young people develop their skills, capacity and capabilities to enable them to participate fully in society as responsible, mature and fulfilled individuals;

(2) To advance the mental health education of children, young people, their significant adults and the general public to improve mental wellbeing;

(3) To promote, support and improve the social inclusion of children and young people who are socially excluded by providing them with opportunities to access activities and develop their skills and experiences in such a way that they are better able to participate more fully in society;

(For the purposes of this clause ‘socially excluded’ means children and young people (up to aged 25) who are excluded from society, or parts of society (like social circles) as a result of one or more of the following factors: socio-economic circumstances; race; gender; poor educational or skills attainment; mental health; disability; bullying and harassment and ethnic origin. 

(4) To maintain, improve, and advance arts education of children and young people, professional artists and the general public."
"1154861","0","REAL LIVES REAL CHOICES","Unit D, The Old Haberdashery Shop, Sacriston Enterprise Workshops, Old Coop Buildings, Plawsworth Road","Sacristo","","07989571106","alisonadvocacy1@btinternet.com","","31/07/2023","60720","60781","Registered","CIO","Provides Services, Provides Advocacy/advice/information","Disability, Arts/culture/heritage/science, Human Rights/religious Or Racial Harmony/equality Or Diversity, Other Charitable Purposes","People With Disabilities","Real Lives: Real Choices supports adults with learning disabilities throughout County Durham and the north east of England in achieving their aspirations and goals through the provision of support, advice, information, training and learning opportunities","THE NEW OBJECT WHICH HAS RECEIVED THE PRIOR CONSENT OF THE COMMISSION IS:TO RELIEVE THE NEEDS OF PEOPLE WITH LEARNING DISABILITIES, LEARNING DIFFICULTIES, AUTISM/AUTISM RELATED CONDITIONS WHO LIVE IN THE NORTH EAST OF ENGLAND BY ASSISTING SUCH PERSONS TO DEVELOP THEIR FULL POTENTIAL AND OBTAIN THEIR RIGHTS AND PRIVILEGES, PARTICULARLY, BUT NOT EXCLUSIVELY BY PROVIDING, OR ASSISTING IN THE PROVISION OF, INDEPENDENT ADVOCACY, SUPPORT, ADVICE, INFORMATION, EDUCATION AND TRAINING, ARTS, PAID AND UNPAID [VOLUNTEER] WORK, SOCIAL ENTERPRISE/S."
"1155014","0","REMEMBERING THE PAST, RESOURCING THE FUTURE","Remembering the Past, Resourcing, the Future, Room R11b, The Linskill Centre, Linskill Terrace, NORTH SHIELDS","NE30 2AY","Tynemouth","01912584623","manager@rememberingthepast.co.uk","www.rememberingthepast.co.uk","31/12/2022","37904","14029","Registered","CIO","Provides Services","Education/training, The Advancement Of Health Or Saving Of Lives, Arts/culture/heritage/science, Recreation","Children/young People, Elderly/old People, People With Disabilities","Remembering the Past, Resourcing the Future is an innovative, user-led project to create a web-based community history of 20th century North Tyneside and its surrounding areas, based on the memories of older people.  Material collected by RPRF is disseminated to local schools in various forms to support the local history element of the national curriculum.","1. TO ADVANCE THE EDUCATION OF THE PUBLIC IN TYNE AND WEAR IN PARTICULAR BUT NOT EXCLUSIVELY BY:

A. EDUCATING SCHOOL CHILDREN IN THE AREA OF BENEFIT IN LOCAL HISTORY IN PARTICULAR THROUGH THE COLLECTION AND DISSEMINATION OF MEMORIES, EXPERIENCES AND THOUGHTS OF OLDER PEOPLE

B. THE ESTABLISHMENT OF A COMMUNITY ARCHIVE RECORDING SOCIAL HISTORY THROUGH THE MEDIUM OF ORAL HISTORY AND REMINISCENCE

C. SUCH OTHER ACTIVITIES AND MEANS AS THE TRUSTEES SEE FIT THAT FURTHERS THE ABOVE CHARITABLE OBJECT

2. TO PROMOTE SOCIAL INCLUSION FOR THE PUBLIC BENEFIT BY PREVENTING PEOPLE FROM BECOMING SOCIALLY EXCLUDED, RELIEVING THE NEEDS OF THOSE PEOPLE WHO ARE SOCIALLY EXCLUDED AND ASSISTING THEM TO INTEGRATE INTO SOCIETY. (FOR THE PURPOSES OF THIS CLAUSE, ""SOCIALLY EXCLUDED"" MEANS EXCLUDED FROM SOCIETY OR PARTS OF SOCIETY AS A RESULT OF YOUTH OR OLD AGE.)"
"1156135","0","WINLATON MILL VILLAGE HALL COMMUNITY ASSOCIATION","Winlaton Mill Village Hall, May Avenue, Winlaton Mill, BLAYDON-ON-TYNE","NE21 6SF","Blaydon","01914143774","info@winlatonmillvillagehall.com","https://www.winlatonmillvillagehall.com/","31/12/2023","12527","6931","Registered","CIO","Provides Buildings/facilities/open Space, Provides Services","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Arts/culture/heritage/science, Environment/conservation/heritage, Recreation, Other Charitable Purposes","Children/young People, Elderly/old People, The General Public/mankind","We provide facilities and promote activities in educational, social and cultural fields.  Although located in a small village within the Gateshead metropolitan area, our catchment area for users and visitors extends more widely, which is reflected in the next section.","THE OBJECTS OF THE CIO ARE: 3.1	TO PROMOTE THE BENEFIT OF THE INHABITANTS OF THE AREA OF BENEFIT WITHOUT DISTINCTION OF SEX, SEXUAL ORIENTATION, AGE, DISABILITY, NATIONALITY, RACE OR OF POLITICAL, RELIGIOUS OR OTHER OPINIONS, BY ASSOCIATING TOGETHER THE SAID INHABITANTS AND THE STATUTORY AUTHORITIES, VOLUNTARY AND OTHER ORGANISATIONS IN A COMMON EFFORT TO ADVANCE EDUCATION AND TO PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE-TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR THE SAID INHABITANTS; 3.2 TO ESTABLISH, OR SECURE THE ESTABLISHMENT OF, A COMMUNITY CENTRE AND TO MAINTAIN AND MANAGE THE SAME (WHETHER ALONE OR IN CO-OPERATION WITH ANY STATUTORY AUTHORITY OR OTHER PERSON OR BODY) IN FURTHERANCE OF THE OBJECTS;3.3 TO PROMOTE SUCH OTHER CHARITABLE PURPOSES AS MAY FROM TIME TO TIME BE DETERMINED. THE CHARITY SHALL BE NON-PARTY IN POLITICS AND NON-SECTARIAN IN RELIGION. THE AREA OF BENEFIT (""AREA OF BENEFIT"") SHALL BE WINLATON MILL AND THE SURROUNDING VILLAGES OF WINLATON, BLAYDON, ROWLANDS GILL AND LOCKHAUGH AND THE NEIGHBOURHOOD TOGETHER DEFINED BY GATESHEAD COUNCIL."
"1156793","0","TEESSIDE ASTRONOMICAL SCIENCE CENTRE","37 SKRIPKA DRIVE, BILLINGHAM","TS22 5EZ","Stockton North","07815146264","info@teesside-astronomy.org.uk","www.teesside-astronomy.org.uk","30/06/2023","5367","8200","Registered","CIO","Provides Buildings/facilities/open Space, Provides Services","Education/training, Arts/culture/heritage/science, Environment/conservation/heritage","Children/young People, Elderly/old People, People With Disabilities, Other Defined Groups, The General Public/mankind","To advance the education of the public in the science of astronomy and allied sciences by the provision of a Planetarium and Observatory in Stockton on Tees","TO ADVANCE THE EDUCATION OF THE PUBLIC IN THE SCIENCE OF ASTRONOMY AND ALLIED SCIENCES, PARTICULARLY BUT WITHOUT PREJUDICE TO THE GENERALITY OF THE FOREGOING BY THE PROVISION OF A PLANETARIUM AND OBSERVATORY IN STOCKTON-ON-TEES."
"1159299","0","THE LEEDS MALE VOICE CHOIR","34 ACADEMY DRIVE, DRINGHOUSES, YORK","YO24 1UJ","York Outer","01132268995","info@leedsmalevoicechoir.co.uk","www.leedsmalevoicechoir.co.uk","31/07/2023","13735","12274","Registered","Other","Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","Education/training, Arts/culture/heritage/science","Other Charities Or Voluntary Bodies, The General Public/mankind","Leeds Male Voice Choir's key objectives are to advance public education and the understanding and appreciation of the arts and science of men's choral singing, through a series of annual concerts, events and public performances.","TO PROMOTE, DEVELOP AND MAINTAIN PUBLIC EDUCATION IN AND APPRECIATION OF THE ART AND SCIENCE OF CHORAL MUSIC IN ALL ITS ASPECTS BY THE PROVISION OF MUSIC FOR CHURCH SERVICES, THE PRESENTATION OF PUBLIC CHORAL CONCERTS AND FOR THE GENERAL PURPOSE OF SUCH CHARTITABLE BODIES, OR FOR SUCH OTHER PURPOSES AS SHALL BE EXCLUSIVELY CHARITABLE AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE."
"1160086","0","FISHBURN ACADEMY BAND","7 Stanhope Road North, Darlington","DL3 7AP","Darlington","01325384519","andrewtwilson27@gmail.com","http://fishburnacademyband.org/","31/10/2022","337","0","Registered","CIO","Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","Education/training, Arts/culture/heritage/science, Recreation","Children/young People","Fishburn Academy Band provides instruments and lessons to anyone in the area who wants to learn to play in a brass band.  The main focus is on younger players, starting from primary school age, but adult players are also taken on.  During term time; the band rehearses on Monday evenings at the Fishburn Band Room, with lessons on weekday evenings and at school for pupils at Fishburn Primary.","THE OBJECTS AND AIMS OF THE BAND WILL BE TO PROMOTE, IMPROVE, DEVELOP AND MAINTAIN PUBLIC EDUCATION AND APPRECIATION OF THE ART AND SCIENCE OF BRASS BAND MUSIC IN ALL ITS ASPECTS BY THE PRESENTATION OF PUBLIC BRASS BAND CONCERTS, TUITION IN THE PLAYING OF BRASS INSTRUMENTS AND BY OTHER SUCH WAYS AS THE BAND THROUGH ITS COMMITTEE SHALL DETERMINE FROM TIME TO TIME."
"1160161","0","WEST END WOMEN AND GIRLS CENTRE CIO","WEST END WOMEN & GIRLS CENTRE, STEPHENSON BUILDING, 173 ELSWICK ROAD, NEWCASTLE UPON TYNE","NE4 6SQ","Newcastle upon Tyne Central","01912734942","INFO@WESTENDWOMENANDGIRLS.CO.UK","www.westendwomenandgirls.co.uk","31/03/2023","417155","388987","Registered","CIO","Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Arts/culture/heritage/science, Economic/community Development/employment, Recreation","Children/young People, Elderly/old People, Other Defined Groups","WE AIM TO EMPOWER WOMEN AND GIRLS WHO HAVE BEEN TRADITIONALLY DISENFRANCHISED FROM ACCESS TO EXISTING SERVICES, TO EFFECT POSITIVE CHANGE IN THEIR LEISURE, WORK AND SOCIAL ENVIRONMENTS. WE DO THIS BY PROVIDING GROUP WORK WHERE WOMEN AND GIRLS CAN MEET, HAVE FUN, LEARN NEW SKILLS AND LOOK AT ISSUES RELEVANT TO THEIR LIVES, BUILDING CONFIDENCE IN A SAFE AND SUPPORTIVE ENVIRONMENT.","TO PROMOTE THE EQUALITY OF, AND TO HELP AND EDUCATE GIRLS AND WOMEN THROUGH THEIR LEISURE TIME ACTIVITIES SO TO DEVELOP THEIR PHYSICAL, MENTAL CAPACITIES THAT THEIR CONDITION OF LIFE MAY BE IMPROVED WHO LIVE IN THE AREA OF NEWCASTLE UPON TYNE AND THE SURROUNDING NORTH EAST REGION."
"1160462","0","DUNSTON SILVER BAND","49 Leicester Close, WALLSEND, Tyne And Wear","NE28 9YX","North Tyneside","07552687913","louise0502@msn.com","http://www.dunstonsilverband.co.uk/","04/04/2023","8742","9562","Registered","CIO","Provides Services","Education/training, Arts/culture/heritage/science, Recreation","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","Dunston Silver Band is a brass band based in Dunston in Gateshead, which performs in the Second Section in the North of England area. We rehearse twice-weekly and perform regularly at local events, concerts and contests. We also run a youth band, and through this offer free tuition, fun educational activities and use of instruments to any individual wishing to learn to play.","THE OBJECTS OF THE CIO ARE TO ADVANCE THE EDUCATION, APPRECIATION AND PUBLIC BENEFIT OF THE ART OF MUSIC AND IN PARTICULAR, BRASS BAND MUSIC BY PROMOTING THE STUDY, PRACTICE AND ENJOYMENT OF BRASS BAND MUSIC IN ALL ITS FORMS THROUGH EDUCATION, PUBLIC PERFORMANCE AND OTHER MUSICAL ACTIVITIES ACROSS THE NORTH EAST OF ENGLAND AND FURTHER AFIELD."
"1160760","0","AMBERSIDE TRUST","AmberSide Trust, 5-9 Side, Newcastle upon Tyne","NE1 3JE","Newcastle upon Tyne Central","0191 232 2000","ambersidetrust@amber-online.com","","31/03/2023","24550","15262","Registered","CIO","Provides Other Finance, Provides Advocacy/advice/information","Education/training, Arts/culture/heritage/science, Environment/conservation/heritage","The General Public/mankind","To secure the future of the Amber film & photography Collection by: maintaining its integrity and addressing conservation needs; supporting Side Gallery & Cinema, where the work can be seen; extending access through touring and online work; building awareness of its story; and enabling the new work (acquisition,production & educational activity) which will take this living archive forward","TO ADVANCE EDUCATION IN THE ARTS, IN PARTICULAR FILM AND PHOTOGRAPHY, BY:
- THE PROMOTION, SUPPORT, ASSISTANCE AND IMPROVEMENT OF SIDE GALLERY & CINEMA, NEWCASTLE-UPON-TYNE AND THE AMBER FILM AND PHOTOGRAPHY COLLECTION (THE COLLECTION);
- THE PRESERVATION, CONSERVATION, ACCESSIBILITY AND INTERPRETATION OF THE COLLECTION;
- THE COMMISSIONING AND ACQUISITION OF NEW PHOTOGRAPHY, FILM AND AUDIO VISUAL WORK, THE PROGRAMMING OF EXHIBITIONS AND SCREENINGS, AND THE DEVELOPMENT OF EDUCATIONAL WORK. 
FOR THE PURPOSES OF THIS CLAUSE, THE COLLECTION REFERS TO A BODY OF WORK WHICH HAS EVOLVED THROUGH THE PRODUCTION, EXHIBITION, TOURING AND COLLECTING ACTIVITY OF AMBER ASSOCIATES AND AMBER FILM & PHOTOGRAPHY COLLECTIVE CIC. THE WORK IS FOCUSED ON THE LIVES AND LANDSCAPES OF DIFFERENT COMMUNITIES, INCLUDING BUT NOT LIMITED TO, WORKING CLASS, INDUSTRIAL AND POST INDUSTRIAL, RURAL, REFUGEE, MARGINALISED, ITINERANT AND SUCH PEOPLE WHO ARE EXPERIENCING CHANGE OR THREAT TO THEIR CULTURE OR WAY OF LIFE, IN THE NORTH EAST OF ENGLAND, NATIONALLY OR INTERNATIONALLY."
"1160761","0","THE AMBERSIDE COLLECTION TRUST","THE SIDE GALLERY, 5-9 SIDE, NEWCASTLE UPON TYNE","NE1 3JE","Newcastle upon Tyne Central","01912322000","ambersidetrust@amber-online.com","www.amber-online.com","31/03/2023","0","0","Registered","Trust","Provides Services, Other Charitable Activities","Education/training, Arts/culture/heritage/science, Environment/conservation/heritage","The General Public/mankind","The trust exists to receive and secure the deposit of the works comprising The AmberSide Collection from Amber Associates, Amber Film & Photography Collective CIC and new donors.","THE PRESERVATION, CONSERVATION, ACCESSIBILITY AND INTERPRETATION OF THE AMBER FILM AND PHOTOGRAPHY COLLECTION."
"1161184","0","CREATIVE CULTURE TRUST CIO","The Athenaeum, 27 Fawcett Street, Sunderland","SR1 1RE","Sunderland Central","07533195512","CreativeCultureTrustCIO@gmail.com","www.creativeculturetrust.uk","05/04/2023","52322","35827","Registered","CIO","Provides Buildings/facilities/open Space, Provides Services, Acts As An Umbrella Or Resource Body","Arts/culture/heritage/science","Other Charities Or Voluntary Bodies, The General Public/mankind","Creative Culture Trust promotes access to culture, creative workspace, engagement and participation in arts through educational and recreational activities which develop the skills and confidence of individuals providing a platform for them to grow artistically.","THE OBJECTS OF THE CIO ARE
TO ADVANCE THE EDUCATION OF THE GENERAL PUBLIC IN THE APPRECIATION OF THE ARTS IN ALL THEIR FORMS AND TO PROMOTE THE ARTS FOR THE PUBLIC BENEFIT BY PROVIDING ARTS CHARITIES,
NON-PROFIT, COMMUNITY ORGANISATIONS OR INDIVIDUALS WITH ACCESS TO PROPERTY IN OTHERWISE VACANT UNITS ON A NON-COMMERCIAL BASIS WHO ARE UNABLE TO AFFORD THE
BASELINE OCCUPANCY COSTS WITH THE OBJECT OF ENCOURAGING AND PROVIDING FREE ACCESS TO THE ARTS FOR ALL.

NOTHING IN THIS CONSTITUTION SHALL AUTHORISE AN APPLICATION OF THE PROPERTY OF THE CIO FOR THE PURPOSES WHICH ARE NOT CHARITABLE IN ACCORDANCE WITH [SECTION 7 OF THE CHARITIES AND TRUSTEE
INVESTMENT (SCOTLAND) ACT 2005] AND [SECTION 2 OF THE CHARITIES ACT (NORTHERN IRELAND) 2008]"
"1161373","0","HAYS TRAVEL FOUNDATION","Hays Travel, Gilbridge House, High Street West, SUNDERLAND","SR1 3HA","Sunderland Central","0191 8148094","enquiries@haystravelfoundation.co.uk","https://www.haystravel.co.uk/foundation/home.phtml","30/04/2023","168858","260859","Registered","Charitable company","Makes Grants To Organisations","Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Amateur Sport, Recreation","Children/young People","The Hays Travel Foundation was created with the purpose to help and support young people in the areas of education, prevention of poverty, health, arts, culture and sports.","1.1.1.	THE OBJECTS OF THE CHARITY ARE, FOR THE PUBLIC BENEFIT, TO PREVENT OR RELIEVE POVERTY OR FINANCIAL HARDSHIP PARTICULARLY OF, BUT NOT LIMITED TO, YOUNG PEOPLE BY PROVIDING GRANTS TO INDIVIDUALS IN NEED AND/OR CHARITIES OR OTHER ORGANISATIONS WORKING TO PREVENT OR RELIEVE POVERTY OR FINANCIAL HARDSHIP INCLUDING THROUGH THE PROVISION OR ASSISTING IN THE PROVISION OF EDUCATION, TRAINING, ACCESS TO ARTS AND CULTURE AND HEALTHY RECREATIONAL ACTIVITIES."
"1161399","0","OUT OF CHARACTER","165 Haxby Road, York","YO31 8JL","York Central","01904652252","n.rowe@yorksj.ac.uk","http://outofcharactertheatre.squarespace.com/","31/08/2023","37929","30554","Registered","CIO","Provides Services","The Advancement Of Health Or Saving Of Lives, Disability, Arts/culture/heritage/science, Human Rights/religious Or Racial Harmony/equality Or Diversity","People With Disabilities, Other Defined Groups","The purpose of Out of Character is to promote social inclusion among people who are socially excluded from society, or parts of society by reason of mental illness, in particular by:- providing theatre opportunities to adults who use or have used mental health services.-promoting an understanding of mental illness through the use of theatre","THE PROMOTION OF SOCIAL INCLUSION AMONG PEOPLE WHO ARE SOCIALLY EXCLUDED FROM SOCIETY, OR PARTS OF SOCIETY, BY REASON OF MENTAL ILLNESS IN PARTICULAR BUT NOT EXCLUSIVELY BY:
- PROVIDING THEATRE OPPORTUNITIES TO ADULTS WHO USE OR HAVE USED MENTAL HEALTH SERVICES
- PROMOTING AN UNDERSTANDING OF MENTAL ILLNESS THROUGH THE USE OF THEATRE."
"1162440","0","MAXIMUM IMPACTRESOURCE CENTRE","5 HAVANNA, KILLINGWORTH, NEWCASTLE UPON TYNE","NE12 5BL","North Tyneside","01915481848","MIRCCIO@outlook.com","www.scli.org.uk","31/03/2023","100","6433","Registered","CIO","Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Acts As An Umbrella Or Resource Body, Other Charitable Activities","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Religious Activities, Arts/culture/heritage/science, Amateur Sport, Environment/conservation/heritage, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity, Recreation, Other Charitable Purposes","Children/young People, Elderly/old People, Other Charities Or Voluntary Bodies, The General Public/mankind","Educational
Recreation
Musical concerts
Employability
Digital interactions
Food","(1) THE OBJECTS OF THE MIRC CIO ARE, FOR THE PUBLIC BENEFIT:- 

(A) ADVANCEMENT OF ARTS, CULTURE AND HERITAGE, BY ENCOURAGING THE PRESERVATION, APPRECIATION AND MAINTENANCE OF THE FORMER CHURCH OF ST COLUMBA SOUTHWICK AS A BUILDING OF HISTORICAL, ARTISTIC, ARCHITECTURAL AND RELIGIOUS IMPORTANCE TO THE SOUTHWICK COMMUNITY IN PARTICULAR AND AS A NATIONAL HERITAGE THROUGH EXHIBITIONS, CULTURAL KITCHENS, PUBLICATIONS, SEMINARS, HERITAGE OPEN DAYS AND OTHER RELATED ACTIVITIES FOR PUBLIC ENLIGHTENMENT AND ENGAGEMENT. 

(B) TO RELIEVE SICKNESS AND FINANCIAL HARDSHIP AND TO PROMOTE AND PRESERVE GOOD HEALTH BY THE PROVISION OF FUNDS, GOODS OR SERVICES OF ANY KIND, INCLUDING THROUGH THE PROVISION OF COUNSELLING AND SUPPORT IN SUCH PARTS OF THE UNITED KINGDOM OR THE WORLD AS THE TRUSTEES FROM TIME TO TIME MAY THINK FIT; AND 

(C) TO ADVANCE EDUCATION IN SUCH WAYS AND IN SUCH PARTS OF THE UNITED KINGDOM OR THE WORLD AS THE TRUSTEES FROM TIME TO TIME MAY THINK FIT. 

(2) THE TRUSTEES MUST USE THE INCOME AND MAY USE THE CAPITAL OF THE CIO IN PROMOTING THE OBJECTS. NOTHING IN THIS CONSTITUTION SHALL AUTHORIZE AN APPLICATION OF THE PROPERTY OF THE CIO FOR THE PURPOSES THAT ARE NOT CHARITABLE."
"1163053","0","THE SENORA TRUST","3 Bentinck Place, Fenham, Newcastle upon Tyne, Tyne and Wear","NE4 6XN","Newcastle upon Tyne Central","07951544852","Senoratrust@gmail.com","Www.senoratrust.com","31/12/2021","8380","8837","Registered","CIO","Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","Education/training, Arts/culture/heritage/science, Environment/conservation/heritage, Economic/community Development/employment, Recreation","Other Defined Groups, The General Public/mankind","The restoration of the 108 year old classic Yacht Senora  is  providing training for young people in skills that will help launch their careers, and volunteering opportunities for the community. On completion, she will be The People's Yacht' for the North East , offering sail training and chartering to community groups and charities.","(1) THE RELIEF OF UNEMPLOYMENT FOR THE PUBLIC BENEFIT IN SUCH WAYS AS MAY BE THOUGHT FIT, INCLUDING ASSISTANCE TO FIND EMPLOYMENT.

(2) THE RESTORATION, PRESERVATION AND MAINTENANCE OF THE HISTORIC WOODEN YACHT THE SENORA, DESIGNED BY ALFRED MYLNE, FOR THE EDUCATION AND BENEFIT OF THE PUBLIC AND WHEN RESTORED, FOR USE AS A TRAINING VESSEL IN SAIL INSTRUCTION AND SEAMANSHIP.

(3) THE PROVISION AND ASSISTANCE IN THE PROVISION OF FACILITIES (INCLUDING BUT NOT LIMITED TO THE HISTORIC WOODEN YACHT, THE SENORA) IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION OR OTHER LEISURE TIME OCCUPATION OF INDIVIDUALS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE INFIRMITY OR DISABILITY, FINANCIAL HARDSHIP OR SOCIAL CIRCUMSTANCES WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE."
