"DATE","GEOGRAPHY_CODE","GENDER_NAME","AGE_NAME","MEASURE_NAME","OBS_VALUE","OBS_STATUS","OBS_CONF"
"2020-09","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2020-09","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-09","E08000021","Total","Aged 16-24","Claimant count",3075,"A","F"
"2020-09","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-09","E08000021","Total","Aged 25-49","Claimant count",9200,"A","F"
"2020-09","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-09","E08000021","Total","Aged 50+","Claimant count",3265,"A","F"
"2020-09","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-10","E08000021","Total","All categories: Age 16+","Claimant count",15220,"A","F"
"2020-10","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",7.3,"A","F"
"2020-10","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2020-10","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-10","E08000021","Total","Aged 16-24","Claimant count",3020,"A","F"
"2020-10","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-10","E08000021","Total","Aged 25-49","Claimant count",9000,"A","F"
"2020-10","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-10","E08000021","Total","Aged 50+","Claimant count",3195,"A","F"
"2020-10","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-11","E08000021","Total","All categories: Age 16+","Claimant count",15440,"A","F"
"2020-11","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",7.4,"A","F"
"2020-11","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2020-11","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-11","E08000021","Total","Aged 16-24","Claimant count",3045,"A","F"
"2020-11","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-11","E08000021","Total","Aged 25-49","Claimant count",9120,"A","F"
"2020-11","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-11","E08000021","Total","Aged 50+","Claimant count",3280,"A","F"
"2020-11","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-12","E08000021","Total","All categories: Age 16+","Claimant count",15230,"A","F"
"2020-12","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",7.3,"A","F"
"2020-12","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2020-12","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-12","E08000021","Total","Aged 16-24","Claimant count",2915,"A","F"
"2020-12","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-12","E08000021","Total","Aged 25-49","Claimant count",9050,"A","F"
"2020-12","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2020-12","E08000021","Total","Aged 50+","Claimant count",3265,"A","F"
"2020-12","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-01","E08000021","Total","All categories: Age 16+","Claimant count",15105,"A","F"
"2021-01","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",7.5,"A","F"
"2021-01","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2021-01","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-01","E08000021","Total","Aged 16-24","Claimant count",2850,"A","F"
"2021-01","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-01","E08000021","Total","Aged 25-49","Claimant count",9025,"A","F"
"2021-01","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-01","E08000021","Total","Aged 50+","Claimant count",3235,"A","F"
"2021-01","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-02","E08000021","Total","All categories: Age 16+","Claimant count",15510,"A","F"
"2021-02","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",7.7,"A","F"
"2021-02","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2021-02","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-02","E08000021","Total","Aged 16-24","Claimant count",2890,"A","F"
"2021-02","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-02","E08000021","Total","Aged 25-49","Claimant count",9275,"A","F"
"2021-02","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-02","E08000021","Total","Aged 50+","Claimant count",3345,"A","F"
"2021-02","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-03","E08000021","Total","All categories: Age 16+","Claimant count",15520,"A","F"
"2021-03","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",7.7,"A","F"
"2021-03","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2021-03","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-03","E08000021","Total","Aged 16-24","Claimant count",2910,"A","F"
"2021-03","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-03","E08000021","Total","Aged 25-49","Claimant count",9265,"A","F"
"2021-03","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-03","E08000021","Total","Aged 50+","Claimant count",3345,"A","F"
"2021-03","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-04","E08000021","Total","All categories: Age 16+","Claimant count",15200,"A","F"
"2021-04","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",7.5,"A","F"
"2021-04","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2021-04","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-04","E08000021","Total","Aged 16-24","Claimant count",2810,"A","F"
"2021-04","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-04","E08000021","Total","Aged 25-49","Claimant count",9125,"A","F"
"2021-04","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-04","E08000021","Total","Aged 50+","Claimant count",3265,"A","F"
"2021-04","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-05","E08000021","Total","All categories: Age 16+","Claimant count",14435,"A","F"
"2021-05","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",7.2,"A","F"
"2021-05","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2021-05","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-05","E08000021","Total","Aged 16-24","Claimant count",2660,"A","F"
"2021-05","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-05","E08000021","Total","Aged 25-49","Claimant count",8650,"A","F"
"2021-05","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-05","E08000021","Total","Aged 50+","Claimant count",3120,"A","F"
"2021-05","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-06","E08000021","Total","All categories: Age 16+","Claimant count",13570,"A","F"
"2021-06","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",6.7,"A","F"
"2021-06","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2021-06","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-06","E08000021","Total","Aged 16-24","Claimant count",2465,"A","F"
"2021-06","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-06","E08000021","Total","Aged 25-49","Claimant count",8180,"A","F"
"2021-06","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-06","E08000021","Total","Aged 50+","Claimant count",2925,"A","F"
"2021-06","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-07","E08000021","Total","All categories: Age 16+","Claimant count",13335,"A","F"
"2021-07","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",6.6,"A","F"
"2021-07","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2021-07","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-07","E08000021","Total","Aged 16-24","Claimant count",2325,"A","F"
"2021-07","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-07","E08000021","Total","Aged 25-49","Claimant count",8080,"A","F"
"2021-07","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-07","E08000021","Total","Aged 50+","Claimant count",2935,"A","F"
"2021-07","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-08","E08000021","Total","All categories: Age 16+","Claimant count",12930,"A","F"
"2021-08","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",6.4,"A","F"
"2021-08","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2021-08","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-08","E08000021","Total","Aged 16-24","Claimant count",2235,"A","F"
"2021-08","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-08","E08000021","Total","Aged 25-49","Claimant count",7875,"A","F"
"2021-08","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-08","E08000021","Total","Aged 50+","Claimant count",2820,"A","F"
"2021-08","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-09","E08000021","Total","All categories: Age 16+","Claimant count",12430,"A","F"
"2021-09","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",6.2,"A","F"
"2021-09","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2021-09","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-09","E08000021","Total","Aged 16-24","Claimant count",2095,"A","F"
"2021-09","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-09","E08000021","Total","Aged 25-49","Claimant count",7575,"A","F"
"2021-09","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-09","E08000021","Total","Aged 50+","Claimant count",2755,"A","F"
"2021-09","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-10","E08000021","Total","All categories: Age 16+","Claimant count",11860,"A","F"
"2021-10","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",5.9,"A","F"
"2021-10","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2021-10","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-10","E08000021","Total","Aged 16-24","Claimant count",1960,"A","F"
"2021-10","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-10","E08000021","Total","Aged 25-49","Claimant count",7310,"A","F"
"2021-10","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-10","E08000021","Total","Aged 50+","Claimant count",2590,"A","F"
"2021-10","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-11","E08000021","Total","All categories: Age 16+","Claimant count",11460,"A","F"
"2021-11","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",5.7,"A","F"
"2021-11","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2021-11","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-11","E08000021","Total","Aged 16-24","Claimant count",1860,"A","F"
"2021-11","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-11","E08000021","Total","Aged 25-49","Claimant count",7095,"A","F"
"2021-11","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-11","E08000021","Total","Aged 50+","Claimant count",2505,"A","F"
"2021-11","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-12","E08000021","Total","All categories: Age 16+","Claimant count",11090,"A","F"
"2021-12","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",5.5,"A","F"
"2021-12","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2021-12","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-12","E08000021","Total","Aged 16-24","Claimant count",1800,"A","F"
"2021-12","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-12","E08000021","Total","Aged 25-49","Claimant count",6825,"A","F"
"2021-12","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2021-12","E08000021","Total","Aged 50+","Claimant count",2465,"A","F"
"2021-12","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-01","E08000021","Total","All categories: Age 16+","Claimant count",10855,"A","F"
"2022-01","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",5.4,"A","F"
"2022-01","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2022-01","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-01","E08000021","Total","Aged 16-24","Claimant count",1690,"A","F"
"2022-01","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-01","E08000021","Total","Aged 25-49","Claimant count",6745,"A","F"
"2022-01","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-01","E08000021","Total","Aged 50+","Claimant count",2415,"A","F"
"2022-01","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-02","E08000021","Total","All categories: Age 16+","Claimant count",10855,"A","F"
"2022-02","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",5.4,"A","F"
"2022-02","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2022-02","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-02","E08000021","Total","Aged 16-24","Claimant count",1715,"A","F"
"2022-02","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-02","E08000021","Total","Aged 25-49","Claimant count",6755,"A","F"
"2022-02","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-02","E08000021","Total","Aged 50+","Claimant count",2380,"A","F"
"2022-02","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-03","E08000021","Total","All categories: Age 16+","Claimant count",10585,"A","F"
"2022-03","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",5.2,"A","F"
"2022-03","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2022-03","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-03","E08000021","Total","Aged 16-24","Claimant count",1685,"A","F"
"2022-03","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-03","E08000021","Total","Aged 25-49","Claimant count",6580,"A","F"
"2022-03","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-03","E08000021","Total","Aged 50+","Claimant count",2325,"A","F"
"2022-03","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-04","E08000021","Total","All categories: Age 16+","Claimant count",9845,"A","F"
"2022-04","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.9,"A","F"
"2022-04","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2022-04","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-04","E08000021","Total","Aged 16-24","Claimant count",1530,"A","F"
"2022-04","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-04","E08000021","Total","Aged 25-49","Claimant count",6155,"A","F"
"2022-04","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-04","E08000021","Total","Aged 50+","Claimant count",2160,"A","F"
"2022-04","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-05","E08000021","Total","All categories: Age 16+","Claimant count",9490,"A","F"
"2022-05","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.7,"A","F"
"2022-05","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2022-05","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-05","E08000021","Total","Aged 16-24","Claimant count",1500,"A","F"
"2022-05","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-05","E08000021","Total","Aged 25-49","Claimant count",5890,"A","F"
"2022-05","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-05","E08000021","Total","Aged 50+","Claimant count",2100,"A","F"
"2022-05","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-06","E08000021","Total","All categories: Age 16+","Claimant count",9320,"A","F"
"2022-06","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.6,"A","F"
"2022-06","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2022-06","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-06","E08000021","Total","Aged 16-24","Claimant count",1475,"A","F"
"2022-06","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-06","E08000021","Total","Aged 25-49","Claimant count",5790,"A","F"
"2022-06","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-06","E08000021","Total","Aged 50+","Claimant count",2050,"A","F"
"2022-06","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-07","E08000021","Total","All categories: Age 16+","Claimant count",9105,"A","F"
"2022-07","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.5,"A","F"
"2022-07","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2022-07","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-07","E08000021","Total","Aged 16-24","Claimant count",1505,"A","F"
"2022-07","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-07","E08000021","Total","Aged 25-49","Claimant count",5605,"A","F"
"2022-07","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-07","E08000021","Total","Aged 50+","Claimant count",1990,"A","F"
"2022-07","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-08","E08000021","Total","All categories: Age 16+","Claimant count",9085,"A","F"
"2022-08","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.5,"A","F"
"2022-08","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2022-08","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-08","E08000021","Total","Aged 16-24","Claimant count",1565,"A","F"
"2022-08","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-08","E08000021","Total","Aged 25-49","Claimant count",5565,"A","F"
"2022-08","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-08","E08000021","Total","Aged 50+","Claimant count",1960,"A","F"
"2022-08","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-09","E08000021","Total","All categories: Age 16+","Claimant count",8985,"A","F"
"2022-09","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.5,"A","F"
"2022-09","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2022-09","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-09","E08000021","Total","Aged 16-24","Claimant count",1535,"A","F"
"2022-09","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-09","E08000021","Total","Aged 25-49","Claimant count",5510,"A","F"
"2022-09","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-09","E08000021","Total","Aged 50+","Claimant count",1940,"A","F"
"2022-09","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-10","E08000021","Total","All categories: Age 16+","Claimant count",8810,"A","F"
"2022-10","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.4,"A","F"
"2022-10","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2022-10","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-10","E08000021","Total","Aged 16-24","Claimant count",1550,"A","F"
"2022-10","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-10","E08000021","Total","Aged 25-49","Claimant count",5370,"A","F"
"2022-10","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-10","E08000021","Total","Aged 50+","Claimant count",1885,"A","F"
"2022-10","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-11","E08000021","Total","All categories: Age 16+","Claimant count",9045,"A","F"
"2022-11","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.5,"A","F"
"2022-11","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2022-11","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-11","E08000021","Total","Aged 16-24","Claimant count",1570,"A","F"
"2022-11","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-11","E08000021","Total","Aged 25-49","Claimant count",5540,"A","F"
"2022-11","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-11","E08000021","Total","Aged 50+","Claimant count",1940,"A","F"
"2022-11","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-12","E08000021","Total","All categories: Age 16+","Claimant count",9150,"A","F"
"2022-12","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.5,"A","F"
"2022-12","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2022-12","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-12","E08000021","Total","Aged 16-24","Claimant count",1570,"A","F"
"2022-12","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-12","E08000021","Total","Aged 25-49","Claimant count",5635,"A","F"
"2022-12","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2022-12","E08000021","Total","Aged 50+","Claimant count",1945,"A","F"
"2022-12","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2023-01","E08000021","Total","All categories: Age 16+","Claimant count",9045,"A","F"
"2023-01","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.5,"A","F"
"2023-01","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2023-01","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2023-01","E08000021","Total","Aged 16-24","Claimant count",1525,"A","F"
"2023-01","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2023-01","E08000021","Total","Aged 25-49","Claimant count",5565,"A","F"
"2023-01","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2023-01","E08000021","Total","Aged 50+","Claimant count",1955,"A","F"
"2023-01","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2023-02","E08000021","Total","All categories: Age 16+","Claimant count",9070,"A","F"
"2023-02","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.5,"A","F"
"2023-02","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2023-02","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2023-02","E08000021","Total","Aged 16-24","Claimant count",1590,"A","F"
"2023-02","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2023-02","E08000021","Total","Aged 25-49","Claimant count",5550,"A","F"
"2023-02","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2023-02","E08000021","Total","Aged 50+","Claimant count",1930,"A","F"
"2023-02","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2023-03","E08000021","Total","All categories: Age 16+","Claimant count",9360,"A","F"
"2023-03","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.6,"A","F"
"2023-03","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2023-03","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2023-03","E08000021","Total","Aged 16-24","Claimant count",1610,"A","F"
"2023-03","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2023-03","E08000021","Total","Aged 25-49","Claimant count",5750,"A","F"
"2023-03","E08000021","Total","Aged 25-49","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2023-03","E08000021","Total","Aged 50+","Claimant count",2000,"A","F"
"2023-03","E08000021","Total","Aged 50+","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2023-04","E08000021","Total","All categories: Age 16+","Claimant count",9525,"A","F"
"2023-04","E08000021","Total","All categories: Age 16+","Claimants as a proportion of residents aged 16-64",4.7,"A","F"
"2023-04","E08000021","Total","Age unknown (clerical claims)","Claimant count",0,"A","F"
"2023-04","E08000021","Total","Age unknown (clerical claims)","Claimants as a proportion of residents aged 16-64",,"Q","F"
"2023-04","E08000021","Total","Aged 16-24","Claimant count",1595,"A","F"
"2023-04","E08000021","Total","Aged 16-24","Claimants as a proportion of residents aged 16-64",,"Q","F"
